title,artist,year,decade,categories,social_singing,original_vocal,possible_duplicate,match_confidence,needs_review,notes,raw_input
Prayer In C,Lilly Wood & The Prick & Robin Schulz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-17 - Lilly Wood & The Prick & Robin Schulz - Prayer In C.mp3
Comeback,Ella Eyre,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-18 - Ella Eyre - Comeback.cdg
Comeback,Ella Eyre,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-18 - Ella Eyre - Comeback.mp3
Steal My Girl,One Direction,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-02 - One Direction - Steal My Girl.cdg
Steal My Girl,One Direction,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-02 - One Direction - Steal My Girl.mp3
Something From Nothing,Foo Fighters,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-03 - Foo Fighters - Something From Nothing.cdg
Something From Nothing,Foo Fighters,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-03 - Foo Fighters - Something From Nothing.mp3
I Don't Care,Cheryl,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-04 - Cheryl - I Don't Care.cdg
I Don't Care,Cheryl,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-04 - Cheryl - I Don't Care.mp3
These Days,Take That,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-05 - Take That - These Days.cdg
These Days,Take That,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-05 - Take That - These Days.mp3
When I Find Love Again,James Blunt,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-06 - James Blunt - When I Find Love Again.cdg
When I Find Love Again,James Blunt,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-06 - James Blunt - When I Find Love Again.mp3
Good Girls,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-07 - 5 Seconds Of Summer - Good Girls.cdg
Good Girls,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-07 - 5 Seconds Of Summer - Good Girls.mp3
Burnin' Up,Jessie J Ft. 2 Chainz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-08 - Jessie J Ft. 2 Chainz - Burnin' Up.cdg
Burnin' Up,Jessie J Ft. 2 Chainz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-08 - Jessie J Ft. 2 Chainz - Burnin' Up.mp3
Wrapped Up,Olly Murs Ft. Travie McCoy,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-09 - Olly Murs Ft. Travie McCoy - Wrapped Up.cdg
Wrapped Up,Olly Murs Ft. Travie McCoy,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-09 - Olly Murs Ft. Travie McCoy - Wrapped Up.mp3
Blame It On Me,George Ezra,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-10 - George Ezra - Blame It On Me.cdg
Blame It On Me,George Ezra,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-10 - George Ezra - Blame It On Me.mp3
I,Kendrick Lamar,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-11 - Kendrick Lamar - I.cdg
I,Kendrick Lamar,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-11 - Kendrick Lamar - I.mp3
The Days,Avicci Ft. Robbie Williams,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-12 - Avicci Ft. Robbie Williams - The Days.cdg
The Days,Avicci Ft. Robbie Williams,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-12 - Avicci Ft. Robbie Williams - The Days.mp3
Centuries,Fall Out Boy,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-13 - Fall Out Boy - Centuries.cdg
Centuries,Fall Out Boy,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-13 - Fall Out Boy - Centuries.mp3
Dangerous,David Guetta & Sam Martin,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-14 - David Guetta & Sam Martin - Dangerous.cdg
Dangerous,David Guetta & Sam Martin,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-14 - David Guetta & Sam Martin - Dangerous.mp3
Don't Tell 'Em,Jeremih Ft. YG,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-15 - Jeremih Ft. YG - Don't Tell 'Em.cdg
Don't Tell 'Em,Jeremih Ft. YG,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-15 - Jeremih Ft. YG - Don't Tell 'Em.mp3
Drunk And Incapable,Krishane & Melissa Steel,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-16 - Krishane & Melissa Steel - Drunk And Incapable.cdg
Drunk And Incapable,Krishane & Melissa Steel,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-16 - Krishane & Melissa Steel - Drunk And Incapable.mp3
T.i.n.a,Fuse ODG Ft. Angel,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-17 - Fuse ODG Ft. Angel - T.I.N.A..cdg
T.i.n.a,Fuse ODG Ft. Angel,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-17 - Fuse ODG Ft. Angel - T.I.N.A..mp3
You Ruin Me,Veronicas,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-18 - Veronicas - You Ruin Me.cdg
You Ruin Me,Veronicas,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-18 - Veronicas - You Ruin Me.mp3
Small Town Throwdown,Brantley Gilbert & Justin Moore & Thomas Rhett,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-01 - Brantley Gilbert & Justin Moore & Thomas Rhett - Small Town Throwdown.mp3
Dust,Eli Young Band,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-02 - Eli Young Band - Dust.mp3
Me Without You,Jennifer Nettles,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-03 - Jennifer Nettles - Me Without You.mp3
People Back Home,Florida Georgia Line,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-04 - Florida Georgia Line - People Back Home.mp3
Ready Set Roll,Chase Rice,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-05 - Chase Rice - Ready Set Roll.cdg
Ready Set Roll,Chase Rice,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-05 - Chase Rice - Ready Set Roll.mp3
Song About A Girl,Eric Paslay,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-06 - Eric Paslay - Song About A Girl.mp3
Hope You Get Lonely Tonight,Cole Swindell,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-07 - Cole Swindell - Hope You Get Lonely Tonight.cdg
Hope You Get Lonely Tonight,Cole Swindell,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-07 - Cole Swindell - Hope You Get Lonely Tonight.mp3
Day Drinking,Little Big Town,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-08 - Little Big Town - Day Drinking.mp3
American Kids,Kenny Chesney,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-09 - Kenny Chesney - American Kids.cdg
American Kids,Kenny Chesney,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-09 - Kenny Chesney - American Kids.mp3
Leave The Night On,Sam Hunt,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\Karaoke 12-9-14\SSC435- Singers Solutions Country 2014 - KaraokeRG\SSC435-10 - Sam Hunt - Leave The Night On.mp3
The Pogues The Irish Rover 126101,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; removed bracketed junk; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 3-3-21\The_Pogues_The_Irish_Rover(MP3+CDG_Karaoke)_126101.zip
Bad Company Feel Like Makin Love 76645,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; removed bracketed junk; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 3-6-25\Bad_Company_Feel_Like_Makin_Love(MP3+CDG_Karaoke)_76645.zip
Walter Egan Magnet & Steel,Sd,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 4-25-18\Sd015-12 - Egan, Walter - Magnet And Steel\Sd 015-12 - Walter Egan - Magnet & Steel.mp3"
Billie Eilish Happier Than Ever 10537282,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; removed bracketed junk; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 5-10-25\Billie_Eilish_Happier_Than_Ever(MP3+CDG_Karaoke)_10537282.zip
Ella Langley Weren t for the Wind 10879464,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 5-10-25\Ella_Langley_Weren_t_for_the_Wind(MP3+CDG_Karaoke)_10879464 (1).zip
Mike Posner Cooler Than Me 81028,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; removed bracketed junk; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 6-13-20\Mike_Posner_Cooler_Than_Me(MP3+CDG_Karaoke)_81028.zip
Beyonce If I Were a Boy 46218,,,,,,,Yes,Low,Yes,removed path fragments; removed file extension; removed bracketed junk; single field had no reliable separator; could not confidently separate artist/title; removed exact duplicate,D:\Karaoke\new\Karaoke 6-29-24\Beyonce_If_I_Were_a_Boy(MP3+CDG_Karaoke)_46218.zip
Weight,Band,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,"D:\Karaoke\new\Karaoke 6-6-18\Sc7543-04 - Band, The - Weight, The\SC7543-04 - Band - Weight.mp3"
